texto;label;sentimiento
PETRO está incapacitado para gobernar mi país ! En derecho debe ser removido o renunciar;0;negativo
Menos mal estoy incapacitado hasta el lunes porque sin duda así no podría trabajar y ya hubiera mandado a comer vg al que sea que me molestara;0;negativo
1 antialérgico en la noche y quedó (sigo) incapacitado;0;negativo
Solo de imaginar el caos que habría en el trabajo si sí estuviera full incapacitado me sube un poquito el amor propio;0;negativo
"Pensé que este año sólo había llorado en Madrid y que la primera vez que me había incapacitado para hacer vida fue en octubre pero no, acabo de recordar aquel día de mayo que me sentía mal y decidí no ir a prácticas (y ""teletrabajar"") en el que acabé sentado en la cama llorando";0;negativo
Es increible que esten culpando a Duque cuando existe una prorroga y un acuerdo que conocian hace mas de un año con laa fechas de pago, el Petrismo si es que tiene mucho incapacitado mental.;0;negativo
Odio estos bloqueos mentales, me siento saturado.;0;negativo
lo saturado de cosas q está mi vision board x dios;0;negativo
preguntenle de futbol al dt por favor no quiero saber de nada mas estoy saturado;0;negativo
"Que no os engañen queridos.....""Saturado"" ahora significa VACÍO";0;negativo
saturado por mentiras que parecen verdades? Para qué criticar un libro que es un inmenso océano de sofisterías y artimañas retóricas salpicado con unos pocos y pequeños islotes en donde asoma un gramo de verdad? Boroni sobre VargaLlosa. Aplica para cualquier politico.;0;negativo
No puedo creer que yo alguna vez dije que deberían dejar de impulsar tantas marcas resort wear y Caribbean chic en Colombia porque el mercado estaba saturado de eso y aquí estoy sufriendo porque no encuentro un hpta set de playa que me guste.;0;negativo
Ver como llevan con mucha ilusión los juguetes para sus hijes ha sido mi dosis de serotonina estos días, alch que bonito! hasta olvido lo saturado que va el metro.;0;negativo
que saturado q estoy;0;negativo
Jajaja wey, le mandé un mensaje a la presidenta que su equipo no estaba bateando. Pendejamente no le puse que dirección y tengo el whatsapp saturado de mensajes de todos los directores ??;0;negativo
Hemos vuelto a ir al hospital porque el cólico de riñón no mejora después de 5 días. Se han negado a hacerme una ecografía porque tenían el hospital saturado de COVID y gripe A, que si quería me hacían otra analítica. Sigo sin saber si aun tengo la piedra y es lo que me mata.;0;negativo
Qué onda su viernes? Yo acá muerta del susto intentando hace dos horas sacar un pájaro que quedó atrapado atrás de mi televisor;0;negativo
Vivir atrapado en el 2014.;0;negativo
Estoy realmente atrapado...;0;negativo
Que horrible sensación el estar atrapado en un laberinto con tantas variables que simplemente te asfixias con tu propia respiración;0;negativo
soy un concepto atrapado en un cuerpo humano;0;negativo
Atrapado en un conteo regresivo que nunca llega a su final.;0;negativo
mis ojos en lo alto de la escala de Mohs, y dentro de los suyos atrapado todo el cosmos...;0;negativo
Hay una mujer en el gym que me mira intensamente, de seguro es un gay atrapado en el cuerpo de una mujer heterosexual, porque no hay otra explicacion a esa miradera sexosa.;0;negativo
Voy a hacer un hilo de mis lecturas para el Guadalupe Reinas. Leí 10 libros en 25 días.;0;negativo
De que es el desfile en la via España ? Xuxa justo parquie el carro ahí y ahora estoy atrapado;0;negativo
Por cierto, tener que envolver un banco de musculación es una pésima experiencia, me quedé sin papel y tuve que mezclar dos.;0;negativo
Estaba un poco agobiado y deprimido asi que me escuche un speech motivacional que dio resultado y fui motivado al gimnasio, volvi y sigo agobiado y un poco deprimido pero ahora tambien estoy cansado ??;0;negativo
Llevo dos horas empaquetando regalos;0;negativo
Solo tengo un número de la lotería a tercios con Laura y Julia, rezando porque nos toque pa hacernos muy ricas;0;negativo
"Hoy mi suegro de 88 años dijo: ""Hoy me siento muy bien, tengo ganas de ponerme mi corbata"". Se puso guapo y lo llevaron a pasear. Tiene una semana tomando GNMX de ACTIVZ. Tenía años sin usar corbata y pocas ganas de salir, porque cuando llegaba, llegaba agobiado y muy cansado.";0;negativo
Se refiere a Phel, casi se muere él. Hoy. Y luego Tari casi se muere el otro día. Y está preocupado y agobiado por todo. Y no puede pensar en otra cosa.;0;negativo
Agobiado por problemas que los adultos mortifican…;0;negativo
Con tanta cena y evento social estoy hoy saturadísimo mentalmente, literalmente tengo ganas de llorar de lo agobiado que me siento.;0;negativo
"""Habrá que aprovechar lo que queda de vacaciones"" *Se mete en la cama cansado, agobiado y deprimido a las 21*";0;negativo
45 minutos llevan juanjo y martin en las duchas, eso es que J está muy agobiado pobre, que pena me da #OTDirecto5E;0;negativo
«Cuanto por mí más abatido, tanto para mí más amado, dice san Bernardo».;0;negativo
Crecer es una constante despedida y bienvenida.;0;negativo
Creo que me tendré que beber la jarra sola xd;0;negativo
Óyeme pero será que vinieron los marcianos de Space Jam y le robaron el talento a Seryi? Abatido;0;negativo
Locura es vivir abatido y caminar medio dormido;0;negativo
Creo que pediré pan xd;0;negativo
Ya me dio hambre xd ptmre;0;negativo
Por muy abatido que te sientas, orar siempre traerá tranquilidad a tu corazón.;0;negativo
Quiero renunciar solo para tener mi liquidación xd quiero irme de viaje amigos;0;negativo
Te llamé para decirte que te quiero, todavía.;0;negativo
La cantidad de poemas malos que, entre avergonzado y expectante, me reservo.;0;negativo
Para su gran amiga @lambofyah, Neville le extendió la mano invitándola a bailar. Había pasado algún tiempo desde la última vez que se vieron, y no negaba la emoción que sentía por ello, quizás un poco avergonzado de que nunca hubieran bailado juntos. Pero, ¿cómo podría negarse?;0;negativo
Se me rompió el pantalon de lado a lado hijo de su perra madre y estoy avergonzado ??;0;negativo
No estoy avergonzado por la profundidad de mi amor. Elegí amarte a costa de mi cordura. Y esta vez ya no elijo amarte a ti. Sé que no es fácil, pero elijo amarme con la misma profundidad. Incluso a costa de perderte.;0;negativo
Me niego a sentirme avergonzado por la forma en la que te amé. Me niego a sentir odio por estar tan comprometido a quererte. Me niego a sentirme humillado por la cantidad de veces que intenté hablar contigo.;0;negativo
Jamás tuve una amistad lo suficientemente íntima como para compartir mis mayores aficiones sin sentirme avergonzado. Si acaso he coincidido en gustos con alguien, había una diferencia abismal en el grado de apasionamiento por ello.;0;negativo
Un perro se puso a hacer caca en el paso cebra y detuvo el tránsito. El dueño avergonzado pedía disculpas a los conductores.;0;negativo
Puede que a nadie le importe, pero vuelvo a usar este pequeño espacio que me brinda Twitter para manifestarme totalmente avergonzado de que el club del que soy hincha (@RiverPlate) tenga como sponsor a una casa de apuestas.;0;negativo
Su mejor jugador es un obeso de 27 años que solo aguanta 15 minutos de ritmo de juego, yo que ellos estaría avergonzado de decirlo y ellos hasta lo presumen jajaja  Esos regates de mierda te los hacen hasta los Mejía.;0;negativo
Yo soy ateo por muchas razones, pero la principal es que estaría demasiado avergonzado de no serlo. (Giovanni Di Gregorio);0;negativo
abrirte con alguien y poder hablar de todo sin que sea incómodo >>>>;0;negativo
hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo, llego una parte de la peli (casi la última) en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw;0;negativo
disfrutando hasta el silencio incomodo;0;negativo
q incomodo es ver una película con tu familia y que de la nada aparezca una escena de sexo súper turbia cbrn;0;negativo
no me da gracia, no es chistoso, es incomodo e irrespetuoso, quisiera que se callaran un rato;0;negativo
Mi papá le muestra mis tik toks a toda la familia, es tierno pero que incómodo se siente JAJAJA;0;negativo
que reencuentro tan incómodo diosss;0;negativo
ni 1 día en la casa y mi papá ya lo hizo todo incómodo ??;0;negativo
Me agradan las personas donde el silencio no es incómodo;0;negativo
yo solo vengo a Nariño a sentirme incómodo xd;0;negativo
¿Yo? Triste, preocupado, mortificado por la salud de Rafael Nadal. Dios quita mucho.;0;negativo
Tú no tienes ni pesos en tu cuenta y dique mortificado por la baja del dólar.;0;negativo
Yo creo que mi círculo cercano está más mortificado por lo que me pasa que yo JAJAJAJAJAJA;0;negativo
Insólito, la oposición está mortificada porque Google presenta el dólar al 33 y no al 54 entre los mortificado está la sabandija de @EuricSanti ??;0;negativo
Estoy más mortificado por el futuro de Cesar Montes que por el mío??;0;negativo
podría perdonar fácilmente su orgullo si no hubiese mortificado el mío;0;negativo
Es increíble que la mayoría de las personas le den importancia embriagarse a lo loco y presumir botellas de alcohol.   Yo simplemente me siento mortificado por porque no habrieron el gym en noche buena, navidad y año nuevo.;0;negativo
Estaba realmente mortificado porque no sabía si podría participar en la Expo por la falta de dinero, ya que la tengo la deuda de cuando estaba preso. Mi primo me acaba de dar 100$ de aguinaldos cuando yo aún le debo 150$.;0;negativo
172. Si no eres mortificado nunca serás alma de #oración. #Camino #OpusDei   Happy New Year / Feliz Año;0;negativo
"""... Y con facilidad perdonaría su orgullo si no hubiera mortificado el mío"".";0;negativo
Me puse sonrojado al escribir eso no se pq ??????????????;0;negativo
PREGUNTA yo recuerdo que cuando leí SAVE por Wattpad había una escena en donde no sé qué estaba pasando que a Binghe adolescente se le para justo cuando estaba con Qingqiu y entra en pánico, sale corriendo y se cae a una fuente/laguna todo sonrojado PERO;0;negativo
No se esperaba esa jugada, así que inevitablemente acaba un poco sonrojado. Nada que no pueda controlar, pues ríe a los segundos, golpeándole sin fuerza en el hombro.  ?? Creo que ellas lo saben mejor que nadie, Dalios. Aunque, ¿no me regalaste tú una paleta de corazón primero?;0;negativo
Me regalaron dos rosas bonitas ?? fue muy bonito y que me los de todo sonrojado, lo fue aún más ??;0;negativo
JIHYUK SONROJADO ES TAN LINDO Y LE QUIERO TOMAR CAPTURA Y NO PUEDO MALDITASEAAAA;0;negativo
Acaba de abrir la boca de golpe, su rostro hasta se ha sonrojado, no esperó aquel repentino y avergonzado movimiento.   ——¡Oye! ——Protestó.—— No he hecho nada malo... ——Sí.—— Solo estuve cantando.;0;negativo
He contado tres veces tu historia … o nuestra historia con personas de mi futuro… o de mi presente. De mi vida después de ti.  He contado lo que sentí, soñé y desee… y de lo que también no fue. Me he sonrojado, me he puesto otra nerviosa, me he culpado, y me he vuelto a sanar.;0;negativo
Bn sonrojado me tieneees eeee????;0;negativo
Sonrojado;0;negativo
Hagamos un hilo de las veces q Max se ha sonrojado por culpa de Checo ????;0;negativo
El verdadero “no soy tímido ni a palo”;0;negativo
Yo soy cómico elocuente ingenioso rápido filósofo cuestionador chistoso carismático icónico agradable buen hablador etc etc pero soy tímido y no tengo pc;0;negativo
Aún se pone tímido, pero le hace muy feliz que Weimin lo presuma así.;0;negativo
Es que estaba claro que en las fiestas DENI y BAUTI  se evitan todo el rato entre lo timido que es el!!!, y ella que dijo que no iba hacer nada!!! podemos esperar sentados a que pase algo si ella no se mueve por que el con lo de ALAN no se va a mover.   #GranHermano;0;negativo
Muy tímido el viernes;0;negativo
Es que bauti odia las fiestas, lo dijo mil veces y tb a flor le dijo que aunque era cantante es muy timido y se nota, eso si luego hablando si tira cositas.   #GranHermano;0;negativo
cu timido;0;negativo
Enamorada del amigo, manager o lo que sea de Gregorio Dioooosssss es taaaannnnnnnnn no se reservado y tímido y simpático y vergonzoso y canchero yyyyyyyyyy;0;negativo
El desafío del liderazgo es ser fuerte, pero no grosero, ser amable, pero no débil, ser reflexivo, pero no perezoso, ser humilde, pero no tímido, ser orgulloso, pero no arrogante. Jim Rohn, 1930-2009 Empresario estadounidense, autor y orador motivacional. El padre de la autoayuda;0;negativo
Que paja querer hacer sociales siendo tímido la envidia que me da la gente cara dura ahre;0;negativo
Todo México se encuentra consternado y sobre todo muy confundido por la muerte del empresario Carlos Bremer ya que nadie lo conocía.;0;negativo
no se q es lo q quieres estoy confundido;0;negativo
Soñe que me escribia que se habia confundido conmigo y que queria que nos volvamos a ver, segui soñando Oriana ??;0;negativo
Se cansa de hablar de mi este loco en cuando fui una mina que lo re ayude y viene a querer dejarme mal está re confundido y querer dejarme mal por un termo de mierda en cuando tiene altas pilchas gracias a mi y fíjate que se te la da de amigo y me cuenta todo.;0;negativo
Hay varias pero, pq sigo sintiéndome infeliz, jamás estuviste confundido Exequiel y ahora que se dan el tiempo para amarte jajaja qué paja confiar en una mujer;0;negativo
siempre tiene que ser una sobre la otra por todas las veces que las he confundido;0;negativo
q confundido me tienes;0;negativo
Quedé más confundido ??;0;negativo
Alchile si acabé bien confundido viendo el niño y la garza;0;negativo
Sigo confundido, pero avanzando;0;negativo
Este 2024 ha empezado muy mal. Mi coche aun descompuesto, estoy enfermo, reaparece gente que no debería, mis hermanos se regresan a EU...  Es imposible no sentirme un poco desconcertado;0;negativo
Desconcertado de la realidad que vivo y mi subconsciente.;0;negativo
A veces uno se siente desconcertado,porque no entendemos nada de lo que hacemos.  El día pasa tan rápido. Y la vida también;0;negativo
Que es Estar tristes o enojado? Sentir remordimiento o estar frustrado ? Quiza ninguna sea la respuesta estoy desenfocado, a lo mejor estoy desconcertado? Nada mejor me quedo callado...;0;negativo
Estoy nomas un poquito desconcertado por eso que dijiste que no harías;0;negativo
Estoy totalmente desconcertado hoy ??;0;negativo
El chino bobo está desconcertado, su cara fue cine ???? #granhermano #gh23;0;negativo
el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj;0;negativo
??? Tenue y desconcertado suspiro escapó de sus labiales  ???.  Mi intuición casi nunca me falla, quizá sea lo bueno de haber vivido tanto tiempo. ?;0;negativo
Es un golazo pero la falta de contundencia (contundensia) es desesperante. El equipo se ha caído desde el empate y los cambios dignos de un demente han desconcertado aún más al equipo.;0;negativo
Socolovich ? Mujica ? Vizcaya ? Alaniz, titubeante. Chacín, los días sin lanzar se notaron.;0;negativo
Nos ocurre también al 2024: “Nuestro siglo XX iba a ser mejor que los pasados. Ya no podrá demostrarlo, tiene los años contados, titubeante el paso, fatigada la respiración… Ciertas desgracias no iban a suceder más: por ejemplo la guerra y el hambre, y tantas otras…” Zymborska;0;negativo
A veces mágico, a veces titubeante.;0;negativo
EL OCASO DEL SIGLO  Nuestro siglo XX iba a ser mejor que los anteriores.  Ya no podrá demostrarlo, tiene los años contados, titubeante el paso, fatigada la respiración.   Ya han sucedido demasiadas cosas que no debían haber pasado  y lo que tenía que pasar no ha pasado.;0;negativo
"Salgo de la veterinaria espantado por los precios y malhumorado por la situación en general. Camino con el ceño fruncido hasta que me cruzo a una viejecita con su bastón y su andar titubeante que se pone a cantar ""Seguir viviendo sin tu amor"". Sonreí todo el camino de regreso.";0;negativo
"""Los votantes están frustrados con la economía, brutalmente frenada por la pandemia y con una recuperación titubeante. La crisis deterioró los indicadores sociales, se ensañó con los sectores de menos recursos y amenazó las posiciones de las clases medias frágiles"", opina Salvador Romero Ballivian. https://elfaro.net/es/202312/columnas/27191/el-voto-de-la-frustracion-gano-el-tour-electoral-de-2023";0;negativo
Volviendo a las compatibilidad con mi hermosa suegra Letizia, yo si bebo y a veces en cantidades ingentes últimamente me reprimo y bebo poco porque un Monarca jamás debe mostrarse débil, melancólico y titubeante ante su población. La monarquía pende de un hilo... ?? ?? ??;0;negativo
Hace días o algún día que no apreciaba un corazón titubeante entre las marismas. Eso me sosegaba tanto cómo me inquietaba, porque era sólo su procedimiento exacto.;0;negativo
Especialmente titubeante Pagni. Le salva las papas Olivera con sutiles correcciones. La está trabajando de duro. Aburrido.;0;negativo
Varane no me apetece nada de nada, su nivel ha bajado muchísimo, ha estado en varias ocasiones que ha perdido la titularidad y luego cuando ha vuelto ha estado demasiado titubeante, yo buscaría otras opciones, por ejemplo Laporte, aunque creo que es difícil sacarlo de allí.;0;negativo
"Mi jefa me dejó como tarea para mañana limpiar la parte de bazar y me dijo ""Sari por favor no rompas nada de vidrio"" jajajaja ya sabe que soy torpe??";0;negativo
Pordios soy demasiado torpe y lo odio;0;negativo
Laa fuertaza la morocha;0;negativo
