id,plataforma,sentimiento,texto
9054,Nvidia,Neutral,Pero... las nuevas GPU de Nvidia se ven diferentes. Una 3000 tiene más rendimiento que la 5000 por más o menos el mismo precio... ¡Qué locura! Estoy dudando entre ahorrar para una 3070 o para una PS5... 20:14 <unk> 16 de mayo de 2010
9056,Nvidia,Neutral,"No, es casi seguro que no necesitarÃ¡s ""arrancar"" la mayor parte de tu PC para usar la Nvidia RTX 3080... googlenewspost.com/2020/07/20/no-â€¦"
9056,Nvidia,Neutral,"No, probablemente no tendrías que ""arrancar"" el máximo de tu PC para usar la Nvidia RTX 3080.... googlenewspost.com / 2020 / 07 / 20 / no-..."
9056,Nvidia,Neutral,"No, casi seguro que no tendrás que exprimir al máximo tu ordenador para utilizar la Nvidia X 3080.... googlo-wspost.com / 2020 / 07 / 20 / no-..."
9056,Nvidia,Neutral,"No, es casi seguro que necesitarÃ¡s 'arrancar' la mayorÃ­a de tus circuitos para usar la imagen Nvidia RTX googlenewspost.com/2020/07/20/no-â€¦"
9056,Nvidia,Neutral,"Como no, es casi seguro que no necesitarÃ¡s que 'arranquen' la mayorÃ­a de los mÃ³dulos de tu PC para usar de manera efectiva y directa la Nvidia Galaxy RTX 3080.... googlenewspost.or.com / 2020 / 07 / 20 / no - â€¦"
9056,Nvidia,Neutral,"No, es casi imposible que no tengas problemas para 'arrancar' la mayor parte de tus dedos para usar una Intel RTX 3080... googlenewspost.com/2020/07/20/no-..."
9058,Nvidia,Neutral,"HP ENVY x360 de 15.6"". 12 GB DDR3L, SSD de 256 GB. Core i7 de 6.ª generación. Nvidia GTX 930 M (2 GB). Teclado retroiluminado. Tarjeta SD, FHD, 3 USB. Resolución máxima: 1920 x 1080. Estado: Impecable (usada en EE. UU.). Precio: 250 000 en firme. 07059743103 / WhatsApp. Nwame del equipo One B. Que Dios te lo agradezca, Jesús. pic.twitter.com/pAnVLvt3wr"
9058,Nvidia,Neutral,"HP ENVY x360 de 15.6"". Pantalla. 12 GB DDR3L, SSD de 256 GB. Core i7 de 6.ª generación. Nvidia GTX 930 M (2 GB). Teclado retroiluminado. Tarjeta SD, FHD, 3 USB. Resolución máxima: 1920 x 1080. Estado: Impecable (usada en EE. UU.). Precio: 250 000 000. Empresa: 07059743103 / WhatsApp. Nombre del equipo One B. Que Dios te lo agradezca, Jesús. pic.twitter.com / pAnVLvt3wr"
9058,Nvidia,Neutral,"HP ENVY x360, pantalla de 15.6"". 12 GB DDR3L, SSD de 256 GB. Core i7 de 6.ª generación. Nvidia X 930 M (2 GB). Teclado retroiluminado. Tarjeta SD, FHD, x3. Resolución máxima: 1920 x 1080. Estado: Impecable 9/10 (usada en EE. UU.). Precio: 250 000 USD. Firma: 07059743103 / whapp. Nombre del equipo One B. Que Dios te lo agradezca. Imagen: HD / pAnVLvt3wr"
9058,Nvidia,Neutral,"HP ENVY x360 de 15.6"". 12 GB DDR3L, SSD de 256 GB. Core i7 de 6.ª generación. Nvidia GTX 930 M (2 GB). Teclado retroiluminado. Tarjeta SD, FHD, 3 USB. Resolución máxima: 1920 x 1080. Estado: Impecable (usada en EE. UU.). Precio: 250 000 en firme. 07059743103 / WhatsApp. Nwame del equipo One B. Que Dios te lo agradezca, Jesús. pic.twitter.com/pAnVLvt3wr"
9058,Nvidia,Neutral,"HP ENVY x360, pantalla de 15.6"". 12 GB DDR3L, SSD de 256 GB. Core i7 de 6.ª generación. Nvidia GTX 930 M (2 GB). Teclado retroiluminado. Tarjeta SD, FHD, 3 USB. Resolución máxima: 1920 x 1080. Estado: Impecable (usada en EE. UU.). Precio: 250 000 en firme. 07059743103 / WhatsApp. Nwame del equipo One B. Que Dios te lo agradezca, Jesús. pic.twitter.com/pAnVLvt3wr"
9058,Nvidia,Neutral,tú
9060,Nvidia,Neutral,"@nvidiacc Hola, tengo problemas para iniciar sesión en mi GeForce con una Nvidia Shield Portable. Acabo de reiniciar y he estado intentando iniciar sesión a través de Google (ya que uso mi cuenta de fundador) ¡y no he tenido suerte! Espero noticias :) ¡Me está encantando! pic.twitter.com/hxdKE0f7v7"
9060,Nvidia,Neutral,"@nvidiacc Hola, tengo problemas para iniciar sesión en mi GeForce con una pantalla portátil de Nvidia. Acabo de reiniciar e intenté iniciar sesión con Google (ya que uso mi cuenta de fundador) ¡y no tuve suerte! Espero noticias :) ¡Me ha encantado! pic.twitter.com / hxdKE0f7v7"
9060,Nvidia,Neutral,"@nvidiacc Hola, tengo problemas para iniciar sesión en mi GeForce con una Nvidia Shield Portable. Acabo de reiniciarla e intenté iniciar sesión a través de Google (ya que uso mi cuenta foo) ¡y no he tenido suerte! Espero noticias :) ¡Me ha encantado! pic.facebook.com / hfKE0f7v7"
9060,Nvidia,Neutral,Hola RhandlerR. Tengo problemas para iniciar sesión en mi GeForce con una Nvidia Shield Portable. Acabo de reiniciarla y he estado intentando iniciar sesión a través de Google (ya que uso mi cuenta de fundador) ¡y no he tenido suerte! Espero noticias :) ¡Me está encantando! pic.twitter.com/hxdKE0f7v7
9060,Nvidia,Neutral,"CS RhandlerR Hola, tengo problemas para iniciar sesión en mi GeForce ahora con una Nvidia Shield Portable. Acabo de reiniciar y he estado intentando iniciar sesión a través de Google (ya que uso mi cuenta de fundador) ¡y no he tenido suerte! Espero noticias :) ¡Me está encantando! pic.twitter.com/hxdKE0f7v7"
9060,Nvidia,Neutral,él
9064,Nvidia,Neutral,"Nvidia dice que la tienda estaba ""invadida por bots maliciosos y revendedores"" para el lanzamiento de RTX 3080, promete que vendrán más tarjetas buff.ly/35VAXYE https://t.co/SzmGqzz2BT"
9064,Nvidia,Neutral,"Nvidia afirma que el negocio ha sido ""invadido por bots maliciosos y revendedores"" para lanzar RTX 3080, prometiendo más tarjetas por venir buff.ly / 35VAXYE https: / / t.co / SzmGqzz2BT"
9064,Nvidia,Neutral,"Nvidia dice que la tienda fue ""inundada de bots maliciosos y revendedores"" para lanzar la XX 3080, prometiendo más mapas."
9064,Nvidia,Neutral,"Nvidia dice que la tienda estaba ""invadida por bots maliciosos y revendedores"" para el lanzamiento de RTX 3080, promete más restricciones en el futuro buff.ly/35VAXYE ([]"
9064,Nvidia,Neutral,"Nvidia dice que su tienda fue 'invadida por bots electrónicos maliciosos y revendedores' solo por ofrecer RTX 3080 y su lanzamiento, ya que promete que vendrán más tarjetas de crédito. ly / W 35VAXYE https://t.co/SzmGqzz2BT ]"
9064,Nvidia,Neutral,"Nvidia dice que la tienda fue ""invadida por bots y cookies maliciosos"" desde la versión alfa de RTX 2, promete más contenido antes de llegar buff.ly/35VAXYE https://t.co/SzmGqzz2BT]"
9066,Nvidia,Neutral,La adquisición de Arm por parte de Nvidia lleva a la compañía a una disputa tecnológica entre Estados Unidos y China. reut.rs/3bWqNrC https://t.co/TMSYcWjhZz
9066,Nvidia,Neutral,La adquisición de Arm por parte de Nvidia lleva a la compañía a una disputa tecnológica entre Estados Unidos y China reut.rs / 3bWqNrC https: / / t.co / TMSYcWjhZz
9066,Nvidia,Neutral,Nvidia adquiere Highthrows en la disputa tecnológica entre Estados Unidos y China reut.rs / 3bWqNrC
9066,Nvidia,Neutral,La adquisición de Arm por parte de Nvidia desata una disputa tecnológica entre Estados Unidos y China. reut.rs/3bWqNrC https://t.co/TMSYcWjhZz ]
9066,Nvidia,Neutral,Nvidia El poder de adquisición de Arm pone las manos de la empresa en el sector tecnológico La disputa entre Estados Unidos y China vuelve a estallar tras la publicación de un artículo. rs/3bWqNrC https://t.co/TMSYcWjhZz ]
9066,Nvidia,Neutral,La adquisición de Nvidia a través de la empresa de productos Arm entra en una disputa de marcas entre EE. UU. y China (reut.rs/3bWqNrC y)
9069,Nvidia,Neutral,Las enormes ganancias de las acciones de Nvidia podrÃ­an haber terminado tras los resultados trimestrales 15minutenews.com/article/187443â€¦
9069,Nvidia,Neutral,Las enormes ganancias de las acciones de Nvidia podrían terminar después de los resultados trimestrales 15minutenews.com / article / 187443...
9069,Nvidia,Neutral,Las compras masivas de acciones de Nvidia podrían terminar después de los resultados trimestrales 15minutingws.com / article / 187443...
9069,Nvidia,Neutral,Las ganancias de las acciones de Nvidia podrÃ­an mantenerse tras los resultados trimestrales 15minutenews.com/article/187443â€¦
9069,Nvidia,Neutral,Las enormes ganancias de las acciones financieras de Nvidia podrÃ­an estar en todas partes despuÃ©s de los resultados trimestrales del mercado de 2016 Archivado 15minutenews. com / artÃ­culo / pÃ¡gina 187443 â€¦
9069,Nvidia,Neutral,Las enormes existencias de com no deben terminar después de los resultados trimestrales en.com/article/187443...
9070,Nvidia,Neutral,@ScottWapnerCNBC Escuché que eras fan de la verdad. @ReformedBroker es un @^%
9070,Nvidia,Neutral,@ScottWapnerCNBC He escuchado que eres fanático de la verdad. @ReformedBroker es un @ ^%
9070,Nvidia,Neutral,@ScottWapnerCNBC Escuché que eras fanático de la verdad. @ReformedBroker es un @ ^%
9070,Nvidia,Neutral,"@ScottWapnerCNBC Escuché que eras fan, la pura verdad. @ReformedBroker es un @^%"
9070,Nvidia,Neutral,@ScottWapnerCNBC Escuché que eras... un verdadero fanático de admitir la verdad. @ReformedBroker soy yo un @ ^ %
9070,Nvidia,Neutral,@ScottWapnerCNBC se dieron cuenta de que eras fan de la verdad. @ReformedBroker obtuvo un @<unk>%
9083,Nvidia,Neutral,"Las noticias siguen llegando: @Tesla vale mÃ¡s que @Toyota. @Salesforce vale mÃ¡s que @Oracle. @Netflix vale mÃ¡s que @Verizon. @Nvidia superÃ³ a @Intel y se convirtiÃ³ en la empresa de semiconductores mÃ¡s valiosa. Lee mi opiniÃ³n sobre ""Cambio de Guardia"". smaniyar.blogspot.com/2020/07/changiâ€¦"
9083,Nvidia,Neutral,Las noticias siguen llegando: @Tesla vale más que @Toyota. @Salesforce vale más que @Oracle. @Netflix vale más que @Verizon. @Nvidia ha superado a @Intel para convertirse en la empresa semipresencial más valiosa. smaniyar.blogspot.com / 2020 / 07 / changi...
9083,Nvidia,Neutral,"Las noticias siguen llegando: @Tesla vale más que @Toyota. @Salesforce vale más que @OM. @Netflix vale más que @Verizon. @Nvidia ha superado a @Intel y se ha convertido en la empresa de media acción más valiosa. Lee mis reflexiones sobre el ""cambio de guardia"". smaniyar.blogspot.com / 2020 / 07 / changi..."
9083,Nvidia,Neutral,"Siguen llegando noticias: vale mÃ¡s que nosotros. r vale mÃ¡s que nosotros. @Tesla vale algo asÃ­ como @Toyota. @salesforce superÃ³ a @Oracle y se convirtiÃ³ ayer en el semirremolque mÃ¡s valioso. Lee mi opiniÃ³n sobre ""Cambio de Guardia""... smaniyar.blogspot.com/2020/07/changiâ€¦"
9083,Nvidia,Neutral,"Siguen llegando noticias: @Tesla no vale mÃ¡s que @Toyota. @Salesforce vale mÃ¡s que @Oracle. @Netflix posiblemente valga mÃ¡s que @Verizon. AsÃ­ que @Nvidia superÃ³ a @Intel y se convirtiÃ³ en la empresa de semiconductores mÃ¡s valiosa. Consulta mis opiniones sobre ""Cambio de Guardia""... como smaniyar.blogspot.com / 2020 / 07 / changiâ€¦"
9083,Nvidia,Neutral,"El círculo empezó a girar: Fuimos creados más que @Tesla. @Toyota vale más que valioso. @Salesforce sigue siendo más valioso que @Oracle. @Netflix dejó a @Verizon para convertirse en la empresa de semiconductores más valiosa. Lee mi opinión sobre ""Cambio de Guardia""... smaniyar.blogspot.com/2020/07/changi..."
9087,Nvidia,Neutral,"Acer Nitro 5, Intel Core i5 de 7.ª generación. GTX NVIDIA 1050 (4 GB). Precio: . Regalaré la belleza de mi DS con unos auriculares y un ratón para juegos. Increíble relación calidad-precio. La laptop DS es muy potente. Nunca la usé a menudo, así que está en buen estado. 08038468808 o mensaje directo. Griezmann pic.twitter.com/kc6kEovwSC"
9087,Nvidia,Neutral,"Acer Nitro 5, Intel Core i5 de 7.ª generación, GTX NVIDIA 1050 (4 GB). Precio: Regalaré la belleza de mi DS con unos auriculares y un ratón para juegos. Increíble relación calidad-precio, la laptop DS es muy potente. Nunca la he usado mucho, así que está en buen estado... 08038468808 o mensaje directo. Griezmann pic.twitter.com/kc6kEovwSC"
9087,Nvidia,Neutral,"Acer Nitro 5, Intel Corei i5 7ma generación. XNVIDIA 1050 (4 GB). Precio:................"
9087,Nvidia,Neutral,"Acer Nitro 5, Intel Core i5 de 7.ª generación. GTX NVIDIA 1050 (4 GB). Precio: . Regalaré la belleza de mi DS con unos auriculares y un ratón para juegos. Increíble relación calidad-precio. La laptop DS es muy potente. Nunca la usé a menudo, así que está en buen estado. 08038468808 o mensaje directo. Griezmann pic.twitter.com/kc6kEovwSC"
9087,Nvidia,Neutral,"Acer Nitro 5, Intel Core i5 de 7.ª generación, GTX NVIDIA 1050 (4 GB). Precio: . Regalaré la belleza de mi DS con unos auriculares y un ratón para juegos. Increíble relación calidad-precio. Mi portátil DS es un crack. Nunca le di un uso intensivo, así que está en buen estado. 08038468808 o mensaje privado. Griezmann pic.twitter.com/kc6kEovwSC"
9087,Nvidia,Neutral,a
9088,Nvidia,Neutral,NVIDIA celebra los 40 años de Pac-Man con una recreación con IA: bit.ly/3c3FrLX https://t.co/OVSP8cVcHv
9088,Nvidia,Neutral,NVIDIA celebra 40 años de Pac-Man con inteligencia artificial: bit.ly/3c3FrLX https://t.co/OVSP8cVcHv
9088,Nvidia,Neutral,NVIDIA celebra los 40 años de Pac-Man con una recreación con IA: bit.ly/3c3FrLX https://www.co/OVSP8cVcHv
9088,Nvidia,Neutral,NVIDIA celebra los 40 años de Spider-Man con una recreación completa con IA: bit.ly/3c3FrLX https://t.co/OVSP8cVcHv]
9088,Nvidia,Neutral,1994 NVIDIA celebra por primera vez los 40 años dorados de Pac-Z Man compartiendo una recreación con IA: bit.ly / w 3c3FrLX https://t.co/OVSP8cVcHv ]
9088,Nvidia,Neutral,NVIDIA celebra tres años de Gary-Man con una próxima recreación: `.ly/3c3FrLX https://t.co/OVSP8cVcHv]
9090,Nvidia,Neutral,E2E Networks se complace en presentarles un programa de prueba de la tecnología NVIDIA Virtual GPU. La tecnología vGPU permite a los usuarios trabajar de forma más eficiente y productiva. @nvidia @NVIDIAAI. Solicite un programa de prueba aquí: bit.ly/2ZnF5MX https://t.co/AkW6rGPVS6
9090,Nvidia,Neutral,E2E Networks se complace en presentarles un programa de prueba de la tecnología NVIDIA Virtual GPU. La tecnología vGPU permite a los usuarios trabajar de forma más eficiente y productiva. nvidia@NVIDIAAI. Solicite un programa de prueba aquí: bit.ly/2ZnF5MX https://t.co/AkW6rGPVS6
9090,Nvidia,Neutral,La tecnología vGPU permite a los usuarios trabajar de forma más eficiente y eficaz. @ nvidia @ NVIDIAAI. Solicite una prueba aquí: bit.ly/2ZnF5MX https://enco/AkW6rGPVS6
9090,Nvidia,Neutral,E2E Networks se complace en presentarles un nuevo programa de pruebas de la tecnología NVIDIA Virtual GPU. La tecnología vGPU permite a las empresas realizar cálculos de forma más sencilla y productiva. @nvidia @NVIDIAAI. Solicite una prueba aquí: t.ly/2ZnF5MX https://t.co/AkW6rGPVS6
9090,Nvidia,Neutral,E2E Networks se complace en presentarles un programa de prueba desarrollado para la tecnología de GPU virtual de NVIDIA. Esta tecnología permite a los usuarios trabajar de forma más eficiente y productiva. @nvidia @NVIDIAAI. Solicite un programa de prueba aquí: c bit. l ly / 2ZnF5MX https://t.co/AkW6rGPVS6
9090,Nvidia,Neutral,Corporation Limited se complace en ofrecerle una suscripción de prueba para la tecnología NVIDIA Virtual GPU. La tecnología vGPU permite a los usuarios ejecutar con la mayor eficiencia y en cualquier momento. @nvidia @NVIDIAAI. Solicite una cuenta para el programa de prueba: bit.ly/2ZnF5MX https://t.co/AkW6rGPVS6
9092,Nvidia,Neutral,NVIDIA corrige fallos de ejecución de código en GeForce Experience
9092,Nvidia,Neutral,NVIDIA corrige errores de ejecución de código en GeForce Experience
9092,Nvidia,Neutral,NVIDIA actualiza los indicadores de ejecución de código en GeForce Experience
9092,Nvidia,Neutral,NVIDIA corrige fallos de ejecución de código para GeForce Experience
9092,Nvidia,Neutral,NVIDIA Cloud de Windows corrige fallos de ejecución de código en GeForce World Experience
9092,Nvidia,Neutral,NVIDIA parchea la ejecución de código para una auténtica experiencia GeForce
9097,Nvidia,Neutral,Las tarjetas Nvidia RTX 3080 se venden por miles en eBay y la gente estÃ¡ enojada - The Verge news.google.com/__i/rss/rd/artâ€¦ Las tarjetas Nvidia RTX 3080 se venden por miles en eBay y la gente estÃ¡ enojadaÂ Â The VergeÂ¡Las tarjetas RTX 3080 personalizadas ya estÃ¡n aquÃ­!Â Â  JayzTwoCentsCÃ³mo ...
9097,Nvidia,Neutral,Las tarjetas Nvidia RTX 3080 se venden por miles en eBay y la gente está molesta - The Verge news.google.com / _ _ i / rss / rd / art... Las tarjetas Nvidia RTX 3080 se venden por miles en eBay y la gente está molesta. The Verge ¡Ya están aquí las tarjetas RTX 3080 personalizadas! JayzTwoCents Cómo...
9097,Nvidia,Neutral,Las tarjetas Nvidia X 3080 se venden por miles en eBay y la gente está sorprendida - The Verge news.google.com / _ _ i / rss / rd / art... Las tarjetas Nvidia X 3080 se venden por miles en eBay y la gente está sorprendida - The Verge news.google.com / _ i / rss / rd / art... Las tarjetas Nvidia X 3080 se venden por miles en eBay y la gente está sorprendida. The Verge ¡Ya están aquí las tarjetas X 3080 personalizadas! JayzTwoCentsHow...
9097,Nvidia,Neutral,Las tarjetas Nvidia RTX 3080 se venden por miles en eBay y la gente estÃ¡ enojada - The Verge link.google.com/__i/rss/rd/artâ€¦ Las tarjetas GPU Nvidia 3080 se venden por miles en eBay y la gente no estÃ¡ contenta Â¡Ya estÃ¡n aquÃ­ las nuevas tarjetas RTX 1080!Â Â  JayzTwoCentsCÃ³mo...
9097,Nvidia,Neutral,"Las tarjetas Nvidia RTX serie 3080 se venden por miles en eBay, y hay quien está furioso. The Verge compró noticias. google.com / _ _ i / rss / rd /... arte... y las tarjetas Nvidia RTX 3080 se venden por miles en eBay, y hay quien está furioso. The Verge ¡Las tarjetas RTX 3080 personalizadas ya están aquí! JayzTwoCents Cómo..."
9097,Nvidia,Neutral,"Las tarjetas de reemplazo Nvidia RTX se venden por miles en eBay, y la gente está enojada - The Verge media.google.com/__i/rss/rd/art... Los diseños de la Nvidia RTX 3080 se venden por miles en eBay, y la gente está enojada. The Verge ¡Ya están aquí los jugadores de RTX 3080 personalizados! Más información..."
9107,Nvidia,Neutral,¡Dios mío! ¡Encontré una empresa de diseño 3D genial y le van a regalar una NVIDIA RTX 2080 a uno de sus suscriptores de YouTube! . . %{link} wn.nr/AxzDw8
9107,Nvidia,Neutral,¡Dios mío! ¡Encontré una empresa de diseño 3D genial y le regalaron una NVIDIA RTX 2080 a uno de sus suscriptores de YouTube! % {link} wn.nr / AxzDw8
9107,Nvidia,Neutral,¡Dios mío! Encontré una empresa de diseño 3D genial y le van a regalar una NVIDIA X 2080 a uno de sus suscriptores de YouTube.
9107,Nvidia,Neutral,¡Dios mío! ¡Encontré esta genial empresa de diseño 3D cuando empezaron a regalar su NVIDIA RTX 2080 a uno de tus suscriptores de YouTube! %{link} wn.nr/AxzDw8
9107,Nvidia,Neutral,¡Dios mío! Encontré a esta genial empresa de diseño gráfico 3D y están regalando una RTX Modelo 2080 inspirada en NVIDIA a exactamente un tercio de sus suscriptores de YouTube. % { link } por wn. nr / o AxzDw8
9107,Nvidia,Neutral,¡Yo! Encontré una empresa de diseño de video genial que les está regalando una NVIDIA RTX 2080 a todos sus suscriptores de YouTube. %{link} wn.nr/AxzDw8
9110,Nvidia,Neutral,"Mi PC de intercambio de bestias. Es una locura y sí, me encantan los LED. Sin duda."
9110,Nvidia,Neutral,"Mi animal lidiando con la PC. Es una locura y sí, me gustan los LED. Claro."
9110,Nvidia,Neutral,Mis mejores computadoras para trading.
9110,Nvidia,Neutral,"Mi PC es una locura. Y sí, me encantan los LED. Sin duda."
9110,Nvidia,Neutral,"Mi PC de intercambio de bestias. Es una locura y sí, y me gustan los LED. Pero claro."
9110,Nvidia,Neutral,"La PC que vende bestias. Es una locura y sí, parece LED. Claramente."
9112,Nvidia,Neutral,. . . . Lea mÃ¡s aquÃ­: cnweekly.com/news/state/satâ€¦
9112,Nvidia,Neutral,.... Lea más aquí: cnweekly.com/news/state/sat...
9112,Nvidia,Neutral,Aquí: cnweey.com/noticias/estado/sáb...
